project_id,prediction_month,evaluation_month,schedule_delay_3m,cost_overrun_3m,schedule_label_status,cost_label_status,source_file
165500,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
170700,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
176000,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
180100210,2025-04,2025-07,0.0,1.0,completed_on_time,completed_cost_escalated,FRApril2025.pdf
180100221,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
180100242,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
188830,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
19220,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
20223,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
203500,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
220100181,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
220100188,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
220100232,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
220100257,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
220100265,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
220100272,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
220100284,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
220100303,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
220100305,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
220100314,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
220100328,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
22700,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
228000,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
24000,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
242500,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
24300,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
24320,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
244000,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
24700,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
249000,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
260000,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
260860,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
262175,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
263800,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
26400,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
27300,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
285500,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
293000,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
297700,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
298500,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
33604,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
342500,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
343240,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
34795,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
362420,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
372000,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
37352,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
37900,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
38770,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
40000,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
400005,2025-04,2025-07,1.0,,breached_original_doc,missing_future_cost,FRApril2025.pdf
400018,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
400019,2025-04,2025-07,1.0,1.0,revised_doc_delayed,cost_escalated,FRApril2025.pdf
400022,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_reduced,FRApril2025.pdf
400023,2025-04,2025-07,0.0,1.0,on_schedule_within_doc,cost_escalated,FRApril2025.pdf
400033,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
400043,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
400073,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
400074,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
400077,2025-04,2025-07,1.0,1.0,breached_original_doc,cost_escalated,FRApril2025.pdf
400078,2025-04,2025-07,1.0,0.0,breached_original_doc,cost_reduced,FRApril2025.pdf
400087,2025-04,2025-07,0.0,1.0,on_schedule_within_doc,cost_escalated,FRApril2025.pdf
400119,2025-04,2025-07,1.0,1.0,breached_original_doc,cost_escalated,FRApril2025.pdf
400120,2025-04,2025-07,1.0,0.0,breached_original_doc,cost_unchanged,FRApril2025.pdf
400138,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
400139,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
400141,2025-04,2025-07,1.0,1.0,breached_original_doc,cost_escalated,FRApril2025.pdf
400142,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_reduced,FRApril2025.pdf
400144,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
400148,2025-04,2025-07,1.0,0.0,breached_original_doc,cost_unchanged,FRApril2025.pdf
400149,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
400150,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
400151,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
400152,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
400153,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
400154,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
400155,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
400156,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
400160,2025-04,2025-07,1.0,0.0,breached_original_doc,cost_unchanged,FRApril2025.pdf
400162,2025-04,2025-07,1.0,0.0,breached_original_doc,cost_unchanged,FRApril2025.pdf
400165,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
400166,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_reduced,FRApril2025.pdf
400167,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
400168,2025-04,2025-07,1.0,1.0,breached_original_doc,cost_escalated,FRApril2025.pdf
400169,2025-04,2025-07,1.0,1.0,breached_original_doc,cost_escalated,FRApril2025.pdf
400171,2025-04,2025-07,1.0,0.0,breached_original_doc,cost_unchanged,FRApril2025.pdf
400172,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
400173,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
400174,2025-04,2025-07,1.0,1.0,breached_original_doc,cost_escalated,FRApril2025.pdf
400177,2025-04,2025-07,1.0,0.0,breached_original_doc,cost_unchanged,FRApril2025.pdf
400178,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
400180,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
400181,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
400182,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
400183,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
400185,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
400186,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
400187,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
400204,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
400205,2025-04,2025-07,0.0,1.0,on_schedule_within_doc,cost_escalated,FRApril2025.pdf
400220,2025-04,2025-07,1.0,1.0,breached_original_doc,cost_escalated,FRApril2025.pdf
400223,2025-04,2025-07,0.0,1.0,on_schedule_within_doc,cost_escalated,FRApril2025.pdf
400231,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
400232,2025-04,2025-07,0.0,1.0,on_schedule_within_doc,cost_escalated,FRApril2025.pdf
400247,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
400253,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_reduced,FRApril2025.pdf
400259,2025-04,2025-07,1.0,1.0,breached_original_doc,cost_escalated,FRApril2025.pdf
400261,2025-04,2025-07,1.0,1.0,breached_original_doc,cost_escalated,FRApril2025.pdf
400271,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_reduced,FRApril2025.pdf
400275,2025-04,2025-07,1.0,0.0,breached_original_doc,cost_reduced,FRApril2025.pdf
400277,2025-04,2025-07,1.0,0.0,revised_doc_delayed,cost_reduced,FRApril2025.pdf
400280,2025-04,2025-07,1.0,1.0,breached_original_doc,cost_escalated,FRApril2025.pdf
400291,2025-04,2025-07,1.0,,breached_original_doc,missing_future_cost,FRApril2025.pdf
400298,2025-04,2025-07,1.0,1.0,revised_doc_delayed,cost_escalated,FRApril2025.pdf
400299,2025-04,2025-07,1.0,1.0,breached_original_doc,cost_escalated,FRApril2025.pdf
400301,2025-04,2025-07,1.0,1.0,breached_original_doc,cost_escalated,FRApril2025.pdf
400312,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
400313,2025-04,2025-07,1.0,0.0,breached_original_doc,cost_reduced,FRApril2025.pdf
400315,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
400321,2025-04,2025-07,1.0,0.0,breached_original_doc,cost_unchanged,FRApril2025.pdf
400352,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
400353,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
400354,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
400369,2025-04,2025-07,1.0,1.0,breached_original_doc,cost_escalated,FRApril2025.pdf
400392,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
400425,2025-04,2025-07,1.0,0.0,breached_original_doc,cost_unchanged,FRApril2025.pdf
40380,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
40390,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
40430,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
40840,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
413257,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
423500,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
43060,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
45700,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
468100,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
47020,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
49150,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
503500,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
50500,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
50600,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
50850,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
50860,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
51700,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
52000,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
55000,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
55937,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
59000,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
602098,2025-04,2025-07,1.0,,breached_original_doc,missing_future_cost,FRApril2025.pdf
602099,2025-04,2025-07,1.0,1.0,breached_original_doc,cost_escalated,FRApril2025.pdf
602181,2025-04,2025-07,1.0,0.0,breached_original_doc,cost_unchanged,FRApril2025.pdf
602182,2025-04,2025-07,0.0,1.0,on_schedule_within_doc,cost_escalated,FRApril2025.pdf
602185,2025-04,2025-07,1.0,1.0,breached_original_doc,cost_escalated,FRApril2025.pdf
602193,2025-04,2025-07,1.0,1.0,breached_original_doc,cost_escalated,FRApril2025.pdf
602195,2025-04,2025-07,1.0,1.0,breached_original_doc,cost_escalated,FRApril2025.pdf
602223,2025-04,2025-07,1.0,0.0,breached_original_doc,cost_reduced,FRApril2025.pdf
602525,2025-04,2025-07,1.0,,breached_original_doc,missing_future_cost,FRApril2025.pdf
602532,2025-04,2025-07,1.0,,breached_original_doc,missing_future_cost,FRApril2025.pdf
602535,2025-04,2025-07,1.0,,breached_original_doc,missing_future_cost,FRApril2025.pdf
602579,2025-04,2025-07,1.0,1.0,breached_original_doc,cost_escalated,FRApril2025.pdf
602582,2025-04,2025-07,1.0,1.0,revised_doc_delayed,cost_escalated,FRApril2025.pdf
602593,2025-04,2025-07,1.0,1.0,revised_doc_delayed,cost_escalated,FRApril2025.pdf
602792,2025-04,2025-07,1.0,0.0,breached_original_doc,cost_reduced,FRApril2025.pdf
602797,2025-04,2025-07,0.0,1.0,on_schedule_within_doc,cost_escalated,FRApril2025.pdf
602961,2025-04,2025-07,1.0,1.0,revised_doc_delayed,cost_escalated,FRApril2025.pdf
603293,2025-04,2025-07,0.0,1.0,on_schedule_within_doc,cost_escalated,FRApril2025.pdf
604791,2025-04,2025-07,1.0,1.0,breached_original_doc,cost_escalated,FRApril2025.pdf
604795,2025-04,2025-07,1.0,1.0,breached_original_doc,cost_escalated,FRApril2025.pdf
604833,2025-04,2025-07,1.0,1.0,breached_original_doc,cost_escalated,FRApril2025.pdf
604852,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
604853,2025-04,2025-07,1.0,1.0,breached_original_doc,cost_escalated,FRApril2025.pdf
604859,2025-04,2025-07,1.0,0.0,breached_original_doc,cost_reduced,FRApril2025.pdf
604863,2025-04,2025-07,1.0,1.0,breached_original_doc,cost_escalated,FRApril2025.pdf
605155,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
605156,2025-04,2025-07,1.0,1.0,breached_original_doc,cost_escalated,FRApril2025.pdf
605292,2025-04,2025-07,1.0,1.0,breached_original_doc,cost_escalated,FRApril2025.pdf
606431,2025-04,2025-07,1.0,1.0,breached_original_doc,cost_escalated,FRApril2025.pdf
60679,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
607701,2025-04,2025-07,1.0,1.0,breached_original_doc,cost_escalated,FRApril2025.pdf
607709,2025-04,2025-07,1.0,0.0,breached_original_doc,cost_reduced,FRApril2025.pdf
60800,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
609019,2025-04,2025-07,1.0,1.0,breached_original_doc,cost_escalated,FRApril2025.pdf
609736,2025-04,2025-07,1.0,0.0,breached_original_doc,cost_unchanged,FRApril2025.pdf
610315,2025-04,2025-07,1.0,0.0,breached_original_doc,cost_reduced,FRApril2025.pdf
610984,2025-04,2025-07,1.0,0.0,breached_original_doc,cost_unchanged,FRApril2025.pdf
611016,2025-04,2025-07,1.0,0.0,breached_original_doc,cost_unchanged,FRApril2025.pdf
611017,2025-04,2025-07,1.0,0.0,breached_original_doc,cost_unchanged,FRApril2025.pdf
611452,2025-04,2025-07,1.0,1.0,breached_original_doc,cost_escalated,FRApril2025.pdf
611495,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
611586,2025-04,2025-07,1.0,1.0,revised_doc_delayed,cost_escalated,FRApril2025.pdf
611735,2025-04,2025-07,1.0,,breached_original_doc,missing_future_cost,FRApril2025.pdf
611752,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
611849,2025-04,2025-07,0.0,1.0,on_schedule_within_doc,cost_escalated,FRApril2025.pdf
611861,2025-04,2025-07,0.0,1.0,on_schedule_within_doc,cost_escalated,FRApril2025.pdf
611864,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
611884,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_reduced,FRApril2025.pdf
611917,2025-04,2025-07,1.0,,breached_original_doc,missing_future_cost,FRApril2025.pdf
611930,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
611943,2025-04,2025-07,1.0,,breached_original_doc,missing_future_cost,FRApril2025.pdf
611945,2025-04,2025-07,0.0,1.0,on_schedule_within_doc,cost_escalated,FRApril2025.pdf
611947,2025-04,2025-07,1.0,1.0,breached_original_doc,cost_escalated,FRApril2025.pdf
611948,2025-04,2025-07,1.0,1.0,breached_original_doc,cost_escalated,FRApril2025.pdf
611949,2025-04,2025-07,1.0,1.0,breached_original_doc,cost_escalated,FRApril2025.pdf
611951,2025-04,2025-07,1.0,0.0,breached_original_doc,cost_unchanged,FRApril2025.pdf
611966,2025-04,2025-07,1.0,1.0,revised_doc_delayed,cost_escalated,FRApril2025.pdf
611967,2025-04,2025-07,1.0,0.0,revised_doc_delayed,cost_reduced,FRApril2025.pdf
611970,2025-04,2025-07,0.0,1.0,on_schedule_within_doc,cost_escalated,FRApril2025.pdf
611971,2025-04,2025-07,0.0,1.0,on_schedule_within_doc,cost_escalated,FRApril2025.pdf
612072,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
612096,2025-04,2025-07,0.0,1.0,on_schedule_within_doc,cost_escalated,FRApril2025.pdf
612132,2025-04,2025-07,1.0,,breached_original_doc,missing_future_cost,FRApril2025.pdf
612133,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_reduced,FRApril2025.pdf
612134,2025-04,2025-07,1.0,1.0,revised_doc_delayed,cost_escalated,FRApril2025.pdf
612138,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_reduced,FRApril2025.pdf
612139,2025-04,2025-07,1.0,0.0,revised_doc_delayed,cost_reduced,FRApril2025.pdf
612140,2025-04,2025-07,0.0,1.0,on_schedule_within_doc,cost_escalated,FRApril2025.pdf
612142,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_reduced,FRApril2025.pdf
612151,2025-04,2025-07,1.0,0.0,revised_doc_delayed,cost_unchanged,FRApril2025.pdf
612188,2025-04,2025-07,,,unresolved_project_exit,unresolved_project_exit,FRApril2025.pdf
612194,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
612781,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
612786,2025-04,2025-07,1.0,0.0,revised_doc_delayed,cost_unchanged,FRApril2025.pdf
612787,2025-04,2025-07,1.0,0.0,revised_doc_delayed,cost_unchanged,FRApril2025.pdf
612788,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
612790,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
612791,2025-04,2025-07,1.0,0.0,breached_original_doc,cost_unchanged,FRApril2025.pdf
612815,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
612816,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
612853,2025-04,2025-07,0.0,1.0,on_schedule_within_doc,cost_escalated,FRApril2025.pdf
612855,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
612856,2025-04,2025-07,1.0,0.0,revised_doc_delayed,cost_reduced,FRApril2025.pdf
612885,2025-04,2025-07,1.0,1.0,breached_original_doc,cost_escalated,FRApril2025.pdf
612894,2025-04,2025-07,1.0,0.0,breached_original_doc,cost_reduced,FRApril2025.pdf
613793,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
613794,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
613798,2025-04,2025-07,1.0,0.0,breached_original_doc,cost_unchanged,FRApril2025.pdf
613799,2025-04,2025-07,1.0,0.0,breached_original_doc,cost_unchanged,FRApril2025.pdf
613800,2025-04,2025-07,1.0,0.0,breached_original_doc,cost_unchanged,FRApril2025.pdf
613801,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
613802,2025-04,2025-07,1.0,0.0,breached_original_doc,cost_unchanged,FRApril2025.pdf
613803,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
613804,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
613808,2025-04,2025-07,1.0,0.0,breached_original_doc,cost_unchanged,FRApril2025.pdf
615183,2025-04,2025-07,1.0,1.0,breached_original_doc,cost_escalated,FRApril2025.pdf
615184,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
615185,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
615186,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
615187,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
615188,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
615189,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
615190,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
615191,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_reduced,FRApril2025.pdf
615192,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
615193,2025-04,2025-07,1.0,0.0,breached_original_doc,cost_unchanged,FRApril2025.pdf
615194,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
615195,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
615199,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
615206,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_reduced,FRApril2025.pdf
615327,2025-04,2025-07,1.0,0.0,breached_original_doc,cost_unchanged,FRApril2025.pdf
615330,2025-04,2025-07,0.0,1.0,on_schedule_within_doc,cost_escalated,FRApril2025.pdf
615332,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
615333,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
615334,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
615335,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
615337,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
615338,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
615339,2025-04,2025-07,0.0,0.0,on_schedule_within_doc,cost_unchanged,FRApril2025.pdf
